# Generated at 2024-10-15 11:16:11 (04:00) by AQUARIUS Time-Series 24.1.177.0,,,,,
# UTC-05,,,,,
# Period Selected: Entire Record,,,,,
#,,,,,
# Comment: ,,,,,
# Description: ,,,,,
# ReportTitle: LCCD Little Conestoga Sonde Data May 2023 - July 2024,,,,,
#,,,,,
# CSV data starts at line 12,,,,,
#,,,,,
TimeStamp,Dissolved Oxygen (mg/l),Water Temperature (C),Specific Conductivity (uS/cm),pH,Total Dissolved Solids (mg/l)
7/8/2024 1:15,5.61,24.286,719.3,7.72,468
7/8/2024 1:30,5.61,24.211,718.9,7.72,467
7/8/2024 1:45,5.62,24.135,719.1,7.72,467
7/8/2024 2:00,5.62,24.068,719.1,7.72,467
7/8/2024 2:15,5.62,23.998,719.3,7.72,468
7/8/2024 2:30,5.6,23.935,719.3,7.71,468
7/8/2024 2:45,5.58,23.87,719,7.71,467
7/8/2024 3:00,5.63,23.812,719.3,7.71,468
7/8/2024 3:15,5.64,23.753,719.2,7.71,467
7/8/2024 3:30,5.64,23.698,719.6,7.71,468
7/8/2024 3:45,5.65,23.643,719.5,7.71,468
7/8/2024 4:00,5.64,23.588,719.4,7.71,468
7/8/2024 4:15,5.65,23.537,719.1,7.71,467
7/8/2024 4:30,5.65,23.488,718.9,7.71,467
7/8/2024 4:45,5.65,23.439,719.1,7.71,467
7/8/2024 5:00,5.65,23.391,719.1,7.71,467
7/8/2024 5:15,5.66,23.348,718.5,7.71,467
7/8/2024 5:30,5.66,23.297,718.2,7.7,467
7/8/2024 5:45,5.66,23.259,718.2,7.7,467
7/8/2024 6:00,5.66,23.222,718.2,7.7,467
7/8/2024 6:15,5.67,23.189,718.3,7.7,467
7/8/2024 6:30,5.69,23.157,718.1,7.7,467
7/8/2024 6:45,5.69,23.139,717.5,7.7,466
7/8/2024 7:00,5.73,23.127,717.1,7.7,466
7/8/2024 7:15,5.76,23.128,716.9,7.7,466
7/8/2024 7:30,5.8,23.137,717,7.71,466
7/8/2024 7:45,5.88,23.166,716.7,7.71,466
7/8/2024 8:00,5.95,23.204,716.3,7.71,466
7/8/2024 8:15,6.09,23.276,716,7.72,465
7/8/2024 8:30,6.26,23.369,715.8,7.73,465
7/8/2024 8:45,6.4,23.457,715.9,7.74,465
7/8/2024 9:00,6.57,23.545,715.6,7.75,465
7/8/2024 9:15,6.74,23.644,715.5,7.76,465
7/8/2024 9:30,6.91,23.75,715.1,7.77,465
7/8/2024 9:45,7.07,23.887,714.7,7.78,465
7/8/2024 10:00,7.19,24,714.9,7.78,465
7/8/2024 10:15,7.36,24.149,714.6,7.79,464
7/8/2024 10:30,7.48,24.302,714.6,7.8,464
7/8/2024 10:45,7.66,24.488,714,7.81,464
7/8/2024 11:00,7.85,24.67,713.5,7.82,464
7/8/2024 11:15,8.02,24.858,713.1,7.83,464
7/8/2024 11:30,8.21,25.042,713.2,7.84,464
7/8/2024 11:45,8.44,25.289,713.1,7.85,464
7/8/2024 12:00,8.65,25.494,712.5,7.86,463
7/8/2024 12:15,8.87,25.724,711.8,7.87,463
7/8/2024 12:30,9.08,25.968,711.3,7.89,462
7/8/2024 12:45,9.33,26.231,710.7,7.9,462
7/8/2024 13:00,9.55,26.49,710.1,7.91,462
7/8/2024 13:15,9.77,26.726,709,7.93,461
7/8/2024 13:30,9.97,26.981,708,7.94,460
7/8/2024 13:45,10.15,27.254,707.1,7.95,460
7/8/2024 14:00,10.33,27.469,706.3,7.96,459
7/8/2024 14:15,10.41,27.599,706.1,7.96,459
7/8/2024 14:30,10.49,27.674,705.4,7.97,459
7/8/2024 14:45,10.55,27.758,704.7,7.98,458
7/8/2024 15:00,10.56,27.785,704.1,7.99,458
7/8/2024 15:15,10.56,27.805,703.7,7.99,457
7/8/2024 15:30,10.54,27.76,703.8,7.99,457
7/8/2024 15:45,10.51,27.806,703.9,7.99,458
7/8/2024 16:00,10.46,27.769,703.9,7.99,458
7/8/2024 16:15,10.43,27.788,703.6,7.99,457
7/8/2024 16:30,10.35,27.717,704,7.99,458
7/8/2024 16:45,10.26,27.674,704.5,7.99,458
7/8/2024 17:00,10.14,27.635,705,7.99,458
7/8/2024 17:15,10.05,27.591,705.7,7.99,459
7/8/2024 17:30,9.93,27.535,706.2,7.99,459
7/8/2024 17:45,9.82,27.418,706.4,7.98,459
7/8/2024 18:00,9.61,27.29,707,7.97,460
7/8/2024 18:15,9.47,27.193,707.5,7.97,460
7/8/2024 18:30,9.26,27.077,708.4,7.97,460
7/8/2024 18:45,9.06,26.961,709.1,7.96,461
7/8/2024 19:00,8.86,26.839,709.9,7.95,461
7/8/2024 19:15,8.64,26.702,710.5,7.94,462
7/8/2024 19:30,8.38,26.571,711.2,7.92,462
7/8/2024 19:45,8.14,26.442,711.7,7.91,463
7/8/2024 20:00,7.88,26.304,712.7,7.9,463
7/8/2024 20:15,7.62,26.182,713.7,7.88,464
7/8/2024 20:30,7.38,26.066,714.5,7.87,464
7/8/2024 20:45,7.13,25.928,715.1,7.85,465
7/8/2024 21:00,6.92,25.818,715.9,7.84,465
7/8/2024 21:15,6.71,25.704,716.7,7.82,466
7/8/2024 21:30,6.51,25.596,717.4,7.81,466
7/8/2024 21:45,6.34,25.497,718.2,7.8,467
7/8/2024 22:00,6.19,25.409,719.1,7.78,467
7/8/2024 22:15,6.06,25.328,719.6,7.77,468
7/8/2024 22:30,5.95,25.25,719.9,7.76,468
7/8/2024 22:45,5.85,25.17,720.4,7.76,468
7/8/2024 23:00,5.77,25.099,721.1,7.75,469
7/8/2024 23:15,5.71,25.033,721.6,7.74,469
7/8/2024 23:30,5.66,24.978,722,7.74,469
7/8/2024 23:45,5.63,24.927,722.2,7.73,469
7/9/2024 0:00,5.59,24.882,722.3,7.73,470
7/9/2024 0:15,5.56,24.839,722.9,7.73,470
7/9/2024 0:30,5.53,24.8,723.2,7.72,470
7/9/2024 0:45,5.52,24.758,723.6,7.72,470
7/9/2024 1:00,5.51,24.722,723.7,7.72,470
7/9/2024 1:15,5.51,24.687,723.5,7.72,470
7/9/2024 1:30,5.51,24.652,723.5,7.72,470
7/9/2024 1:45,5.5,24.62,723.9,7.71,471
7/9/2024 2:00,5.49,24.587,724.1,7.71,471
7/9/2024 2:15,5.48,24.55,724.1,7.71,471
7/9/2024 2:30,5.49,24.511,723.9,7.71,471
7/9/2024 2:45,5.48,24.471,723.9,7.71,471
7/9/2024 3:00,5.48,24.426,724.2,7.71,471
7/9/2024 3:15,5.48,24.38,724.8,7.71,471
7/9/2024 3:30,5.47,24.337,724.9,7.71,471
7/9/2024 3:45,5.45,24.293,725.1,7.7,471
7/9/2024 4:00,5.44,24.25,725.2,7.7,471
7/9/2024 4:15,5.43,24.207,725.4,7.7,472
7/9/2024 4:30,5.44,24.164,725.6,7.7,472
7/9/2024 4:45,5.44,24.123,726.1,7.7,472
7/9/2024 5:00,5.44,24.09,726.2,7.7,472
7/9/2024 5:15,5.44,24.058,725.8,7.69,472
7/9/2024 5:30,5.45,24.028,725.7,7.7,472
7/9/2024 5:45,5.45,24.001,725.4,7.69,472
7/9/2024 6:00,5.45,23.977,725.5,7.69,472
7/9/2024 6:15,5.44,23.961,725.1,7.69,471
7/9/2024 6:30,5.45,23.948,724.7,7.69,471
7/9/2024 6:45,5.49,23.952,724.1,7.69,471
7/9/2024 7:00,5.51,23.968,723.8,7.69,470
7/9/2024 7:15,5.56,23.997,723.8,7.69,470
7/9/2024 7:30,5.64,24.031,723.7,7.7,470
7/9/2024 7:45,5.7,24.069,723.2,7.7,470
7/9/2024 8:00,5.81,24.122,722.5,7.71,470
7/9/2024 8:15,5.95,24.185,721.9,7.72,469
7/9/2024 8:30,6.08,24.252,721.7,7.73,469
7/9/2024 8:45,6.23,24.334,721.4,7.74,469
7/9/2024 9:00,6.39,24.431,721.1,7.75,469
7/9/2024 9:15,6.58,24.552,720.3,7.75,468
7/9/2024 9:30,6.76,24.671,719.5,7.77,468
7/9/2024 9:45,6.95,24.795,718.8,7.78,467
7/9/2024 10:00,7.12,24.932,718.7,7.79,467
7/9/2024 10:15,7.27,25.102,718.5,7.79,467
7/9/2024 10:30,7.47,25.288,718,7.8,467
7/9/2024 10:45,7.66,25.49,717.4,7.82,466
7/9/2024 11:00,7.84,25.7,717,7.82,466
7/9/2024 11:15,8.09,25.946,716.6,7.84,466
7/9/2024 11:30,8.31,26.176,716.3,7.85,466
7/9/2024 11:45,8.51,26.358,716.1,7.86,465
7/9/2024 12:00,8.73,26.526,715.4,7.87,465
7/9/2024 12:15,8.95,26.701,714.5,7.89,464
7/9/2024 12:30,9.14,26.896,713.9,7.9,464
7/9/2024 12:45,9.38,27.158,713.4,7.91,464
7/9/2024 13:00,9.61,27.444,712.8,7.92,463
7/9/2024 13:15,9.79,27.745,712,7.93,463
7/9/2024 13:30,10,27.975,710.9,7.94,462
7/9/2024 13:45,10.13,28.17,709.7,7.96,461
7/9/2024 14:00,10.28,28.425,709.1,7.96,461
7/9/2024 14:15,10.36,28.585,708.5,7.97,461
7/9/2024 14:30,10.38,28.636,707.8,7.98,460
7/9/2024 14:45,10.26,28.591,707.3,7.98,460
7/9/2024 15:00,10.06,28.5,706.9,7.97,460
7/9/2024 15:15,9.89,28.465,706.9,7.97,459
7/9/2024 15:30,9.78,28.456,707,7.97,460
7/9/2024 15:45,9.71,28.454,707,7.97,460
7/9/2024 16:00,9.6,28.451,707.2,7.96,460
7/9/2024 16:15,9.57,28.478,706.9,7.96,460
7/9/2024 16:30,9.53,28.405,706.5,7.96,459
7/9/2024 16:45,9.37,28.359,707,7.96,460
7/9/2024 17:00,9.17,28.251,707.7,7.95,460
7/9/2024 17:15,9.05,28.18,708.1,7.94,460
7/9/2024 17:30,8.91,28.069,708.1,7.94,460
7/9/2024 17:45,8.77,27.954,708,7.94,460
7/9/2024 18:00,8.61,27.853,708.1,7.93,460
7/9/2024 18:15,8.47,27.737,708.3,7.93,460
7/9/2024 18:30,8.28,27.619,708.7,7.92,461
7/9/2024 18:45,8.02,27.496,709.4,7.9,461
7/9/2024 19:00,7.86,27.392,709.6,7.9,461
7/9/2024 19:15,7.71,27.267,709.7,7.89,461
7/9/2024 19:30,7.54,27.148,709.9,7.88,461
7/9/2024 19:45,7.36,27.046,710.4,7.87,462
7/9/2024 20:00,7.18,26.935,711,7.86,462
7/9/2024 20:15,7,26.852,711.5,7.85,462
7/9/2024 20:30,6.82,26.746,712.1,7.84,463
7/9/2024 20:45,6.65,26.641,712.5,7.83,463
7/9/2024 21:00,6.48,26.529,712.8,7.82,463
7/9/2024 21:15,6.33,26.439,713.3,7.81,464
7/9/2024 21:30,6.15,26.337,713.7,7.79,464
7/9/2024 21:45,6.03,26.251,713.9,7.79,464
7/9/2024 22:00,5.92,26.164,713.8,7.78,464
7/9/2024 22:15,5.82,26.083,713.5,7.77,464
7/9/2024 22:30,5.74,26.003,713.4,7.76,464
7/9/2024 22:45,5.67,25.932,713.4,7.76,464
7/9/2024 23:00,5.63,25.855,713.1,7.75,463
7/9/2024 23:15,5.58,25.793,712.6,7.75,463
7/9/2024 23:30,5.55,25.731,712.3,7.74,463
7/9/2024 23:45,5.53,25.677,712.3,7.74,463
7/10/2024 0:00,5.52,25.625,711.9,7.74,463
7/10/2024 0:15,5.53,25.575,711.4,7.74,462
7/10/2024 0:30,5.51,25.529,710.9,7.74,462
7/10/2024 0:45,5.52,25.478,710.8,7.74,462
7/10/2024 1:00,5.52,25.428,710.9,7.74,462
7/10/2024 1:15,5.53,25.379,711.5,7.74,462
7/10/2024 1:30,5.51,25.33,711.6,7.73,463
7/10/2024 1:45,5.5,25.284,711.4,7.73,462
7/10/2024 2:00,5.49,25.241,711.4,7.73,462
7/10/2024 2:15,5.48,25.197,711.4,7.73,462
7/10/2024 2:30,5.44,25.155,711.8,7.73,463
7/10/2024 2:45,5.44,25.11,712,7.72,463
7/10/2024 3:00,5.43,25.07,712,7.72,463
7/10/2024 3:15,5.41,25.035,711.8,7.72,463
7/10/2024 3:30,5.41,25.004,711.4,7.72,462
7/10/2024 3:45,5.38,24.98,710.9,7.71,462
7/10/2024 4:00,5.36,24.961,710.8,7.71,462
7/10/2024 4:15,5.35,24.943,710.6,7.71,462
7/10/2024 4:30,5.34,24.922,710.3,7.71,462
7/10/2024 4:45,5.33,24.899,709.8,7.7,461
7/10/2024 5:00,5.31,24.884,709.4,7.7,461
7/10/2024 5:15,5.28,24.87,708.9,7.7,461
7/10/2024 5:30,5.26,24.858,709.1,7.7,461
7/10/2024 5:45,5.24,24.847,708.6,7.69,461
7/10/2024 6:00,5.23,24.84,708.1,7.69,460
7/10/2024 6:15,5.22,24.833,707.6,7.69,460
7/10/2024 6:30,5.22,24.835,707.2,7.69,460
7/10/2024 6:45,5.24,24.845,706.9,7.69,459
7/10/2024 7:00,5.27,24.862,706.8,7.69,459
7/10/2024 7:15,5.29,24.882,706.8,7.69,459
7/10/2024 7:30,5.34,24.912,706.5,7.69,459
7/10/2024 7:45,5.42,24.958,706.2,7.69,459
7/10/2024 8:00,5.53,25.018,706,7.7,459
7/10/2024 8:15,5.63,25.083,706.1,7.71,459
7/10/2024 8:30,5.78,25.157,705.9,7.72,459
7/10/2024 8:45,5.91,25.238,705.6,7.72,459
7/10/2024 9:00,6.07,25.328,705.1,7.73,458
7/10/2024 9:15,6.23,25.438,704.6,7.74,458
7/10/2024 9:30,6.4,25.547,704.4,7.75,458
7/10/2024 9:45,6.59,25.681,704.2,7.76,458
7/10/2024 10:00,6.74,25.791,703.7,7.77,457
7/10/2024 10:15,6.89,25.896,703,7.77,457
7/10/2024 10:30,6.97,26.025,702.2,7.78,456
7/10/2024 10:45,7.09,26.138,701.4,7.79,456
7/10/2024 11:00,7.24,26.269,700.8,7.79,456
7/10/2024 11:15,7.35,26.394,699.5,7.8,455
7/10/2024 11:30,7.49,26.527,698.3,7.81,454
7/10/2024 11:45,7.65,26.691,696.8,7.81,453
7/10/2024 12:00,7.85,26.844,695.3,7.82,452
7/10/2024 12:15,8.04,27.065,694.1,7.83,451
7/10/2024 12:30,8.18,27.216,692.6,7.84,450
7/10/2024 12:45,8.37,27.443,691,7.85,449
7/10/2024 13:00,8.47,27.575,689.3,7.86,448
7/10/2024 13:15,8.66,27.812,688.1,7.87,447
7/10/2024 13:30,8.82,27.997,687.4,7.88,447
7/10/2024 13:45,8.94,28.145,686.6,7.89,446
7/10/2024 14:00,9.03,28.255,685.9,7.89,446
7/10/2024 14:15,9.13,28.403,685.1,7.9,445
7/10/2024 14:30,9.19,28.541,684.5,7.91,445
7/10/2024 14:45,9.23,28.63,684.5,7.91,445
7/10/2024 15:00,9.3,28.775,684.6,7.92,445
7/10/2024 15:15,9.34,28.922,684.7,7.92,445
7/10/2024 15:30,9.39,29.057,684,7.93,445
7/10/2024 15:45,9.37,29.117,683.7,7.93,444
7/10/2024 16:00,9.3,29.097,683.6,7.93,444
7/10/2024 16:15,9.19,28.989,683.2,7.93,444
7/10/2024 16:30,9.07,28.927,683.1,7.93,444
7/10/2024 16:45,8.94,28.87,682.3,7.92,443
7/10/2024 17:00,8.8,28.771,681.5,7.92,443
7/10/2024 17:15,8.69,28.674,680.4,7.92,442
7/10/2024 17:30,8.55,28.543,679.6,7.91,442
7/10/2024 17:45,8.36,28.362,679,7.9,441
7/10/2024 18:00,8.15,28.2,678.5,7.89,441
7/10/2024 18:15,7.97,28.04,677.8,7.89,441
7/10/2024 18:30,7.79,27.891,677.5,7.88,440
7/10/2024 18:45,7.63,27.742,677.6,7.87,440
7/10/2024 19:00,7.52,27.659,677.9,7.87,441
7/10/2024 19:15,7.37,27.541,678.7,7.86,441
7/10/2024 19:30,7.24,27.443,679,7.85,441
7/10/2024 19:45,7.1,27.347,679.6,7.85,442
7/10/2024 20:00,6.95,27.248,680.1,7.84,442
7/10/2024 20:15,6.79,27.15,681.1,7.83,443
7/10/2024 20:30,6.62,27.042,682.2,7.82,443
7/10/2024 20:45,6.44,26.95,683.3,7.81,444
7/10/2024 21:00,6.24,26.837,684.3,7.8,445
7/10/2024 21:15,6.08,26.763,685.3,7.79,445
7/10/2024 21:30,5.93,26.695,686.3,7.78,446
7/10/2024 21:45,5.8,26.631,687.5,7.77,447
7/10/2024 22:00,5.67,26.575,688.6,7.76,448
7/10/2024 22:15,5.55,26.514,689.9,7.75,448
7/10/2024 22:30,5.51,26.458,688.6,7.74,448
7/10/2024 22:45,5.47,26.405,687.9,7.74,447
7/10/2024 23:00,5.39,26.35,687.5,7.73,447
7/10/2024 23:15,5.3,26.401,675.2,7.72,439
7/10/2024 23:30,5.26,26.302,678.8,7.72,441
7/10/2024 23:45,5.21,26.226,681.4,7.71,443
7/11/2024 0:00,5.15,26.326,663.4,7.71,431
7/11/2024 0:15,5.06,26.455,632.8,7.69,411
7/11/2024 0:30,4.97,26.379,631.8,7.68,411
7/11/2024 0:45,4.88,26.243,652.9,7.67,424
7/11/2024 1:00,4.77,26.073,682.3,7.67,444
7/11/2024 1:15,4.62,25.915,695.7,7.65,452
7/11/2024 1:30,4.55,25.852,680,7.64,442
7/11/2024 1:45,4.54,25.807,668.3,7.64,434
7/11/2024 2:00,4.56,25.757,665.5,7.64,433
7/11/2024 2:15,4.64,25.689,668.4,7.65,434
7/11/2024 2:30,4.71,25.614,673.1,7.65,438
7/11/2024 2:45,4.75,25.55,676.9,7.66,440
7/11/2024 3:00,4.76,25.487,679.1,7.66,441
7/11/2024 3:15,4.76,25.419,680.3,7.66,442
7/11/2024 3:30,4.73,25.366,680.4,7.66,442
7/11/2024 3:45,4.74,25.319,681.3,7.66,443
7/11/2024 4:00,4.77,25.281,682.2,7.66,443
7/11/2024 4:15,4.78,25.251,680.3,7.66,442
7/11/2024 4:30,4.76,25.245,673.2,7.65,438
7/11/2024 4:45,4.7,25.246,662.9,7.64,431
7/11/2024 5:00,4.65,25.253,654.7,7.63,426
7/11/2024 5:15,4.65,25.238,648.4,7.63,421
7/11/2024 5:30,4.64,25.214,643,7.62,418
7/11/2024 5:45,4.63,25.173,638.1,7.62,415
7/11/2024 6:00,4.59,25.128,634,7.61,412
7/11/2024 6:15,4.59,25.085,631.8,7.61,411
7/11/2024 6:30,4.59,25.042,631.8,7.61,411
7/11/2024 6:45,4.6,24.994,633.8,7.6,412
7/11/2024 7:00,4.63,24.939,636.5,7.61,414
7/11/2024 7:15,4.68,24.891,640.2,7.61,416
7/11/2024 7:30,4.77,24.852,643.6,7.61,418
7/11/2024 7:45,4.83,24.816,646.5,7.62,420
7/11/2024 8:00,4.92,24.785,649.7,7.62,422
7/11/2024 8:15,5,24.76,653.4,7.63,425
7/11/2024 8:30,5.12,24.769,656.5,7.63,427
7/11/2024 8:45,5.27,24.767,660.1,7.64,429
7/11/2024 9:00,5.4,24.739,663.8,7.65,431
7/11/2024 9:15,5.53,24.744,666.9,7.66,433
7/11/2024 9:30,5.65,24.743,669.1,7.67,435
7/11/2024 9:45,5.78,24.724,671.4,7.68,436
7/11/2024 10:00,5.92,24.71,673.5,7.69,438
7/11/2024 10:15,6.05,24.729,675,7.69,439
7/11/2024 10:30,6.21,24.733,676.2,7.7,440
7/11/2024 10:45,6.33,24.739,676.8,7.71,440
7/11/2024 11:00,6.44,24.75,677.1,7.72,440
7/11/2024 11:15,6.55,24.779,677,7.73,440
7/11/2024 11:30,6.69,24.787,676.7,7.73,440
7/11/2024 11:45,6.78,24.807,676.1,7.74,439
7/11/2024 12:00,6.91,24.83,675.4,7.75,439
7/11/2024 12:15,6.99,24.837,674.7,7.76,439
7/11/2024 12:30,7.08,24.855,673.6,7.76,438
7/11/2024 12:45,7.16,24.867,672.5,7.77,437
7/11/2024 13:00,7.24,24.886,671.3,7.77,436
7/11/2024 13:15,7.33,24.927,670.3,7.78,436
7/11/2024 13:30,7.44,25.072,668.9,7.78,435
7/11/2024 13:45,7.57,25.142,667.4,7.79,434
7/11/2024 14:00,7.69,25.206,666.1,7.8,433
7/11/2024 14:15,7.77,25.217,664.6,7.8,432
7/11/2024 14:30,7.79,25.19,663.2,7.81,431
7/11/2024 14:45,7.78,25.164,662.1,7.81,430
7/11/2024 15:00,7.8,25.128,660.5,7.81,429
7/11/2024 15:15,7.82,25.161,658.9,7.81,428
7/11/2024 15:30,7.88,25.182,657.2,7.82,427
7/11/2024 15:45,7.9,25.17,655.5,7.82,426
7/11/2024 16:00,7.9,25.172,654.3,7.82,425
7/11/2024 16:15,7.9,25.155,652.6,7.82,424
7/11/2024 16:30,7.9,25.109,650.7,7.82,423
7/11/2024 16:45,7.85,25.062,648.8,7.82,422
7/11/2024 17:00,7.79,25.015,647,7.82,421
7/11/2024 17:15,7.72,24.972,645.2,7.82,419
7/11/2024 17:30,7.65,24.917,643.1,7.81,418
7/11/2024 17:45,7.54,24.857,641.2,7.81,417
7/11/2024 18:00,7.44,24.811,639,7.8,415
7/11/2024 18:15,7.34,24.752,636.4,7.79,414
7/11/2024 18:30,7.23,24.702,634.6,7.79,413
7/11/2024 18:45,7.13,24.653,632.4,7.78,411
7/11/2024 19:00,7.03,24.602,630.5,7.77,410
7/11/2024 19:15,6.91,24.543,628.4,7.76,408
7/11/2024 19:30,6.8,24.487,626.4,7.75,407
7/11/2024 19:45,6.68,24.406,624.4,7.75,406
7/11/2024 20:00,6.57,24.343,622.9,7.74,405
7/11/2024 20:15,6.48,24.279,621.9,7.73,404
7/11/2024 20:30,6.36,24.205,621,7.72,404
7/11/2024 20:45,6.24,24.131,620.3,7.71,403
7/11/2024 21:00,6.12,24.064,620,7.7,403
7/11/2024 21:15,5.99,23.991,619.8,7.69,403
7/11/2024 21:30,5.9,23.919,620.2,7.68,403
7/11/2024 21:45,5.81,23.841,621.1,7.67,404
7/11/2024 22:00,5.72,23.762,622,7.66,404
7/11/2024 22:15,5.66,23.69,623.1,7.65,405
7/11/2024 22:30,5.58,23.616,624.3,7.65,406
7/11/2024 22:45,5.53,23.55,625.8,7.64,407
7/11/2024 23:00,5.49,23.481,627.7,7.63,408
7/11/2024 23:15,5.45,23.417,629.7,7.63,409
7/11/2024 23:30,5.41,23.351,632.1,7.63,411
7/11/2024 23:45,5.39,23.283,634.2,7.63,412
7/12/2024 0:00,5.36,23.228,635.9,7.62,413
7/12/2024 0:15,5.35,23.161,638,7.62,415
7/12/2024 0:30,5.33,23.103,640.2,7.62,416
7/12/2024 0:45,5.31,23.051,641.9,7.62,417
7/12/2024 1:00,5.32,22.992,643.7,7.62,418
7/12/2024 1:15,5.31,22.94,645.5,7.62,420
7/12/2024 1:30,5.3,22.883,646.8,7.62,420
7/12/2024 1:45,5.32,22.83,647.8,7.62,421
7/12/2024 2:00,5.31,22.778,649.1,7.62,422
7/12/2024 2:15,5.29,22.73,650.9,7.61,423
7/12/2024 2:30,5.31,22.676,652.4,7.62,424
7/12/2024 2:45,5.31,22.628,653.3,7.62,425
7/12/2024 3:00,5.32,22.581,654,7.62,425
7/12/2024 3:15,5.32,22.534,655,7.61,426
7/12/2024 3:30,5.33,22.49,656.2,7.62,427
7/12/2024 3:45,5.33,22.446,657.4,7.62,427
7/12/2024 4:00,5.34,22.404,658.4,7.62,428
7/12/2024 4:15,5.35,22.36,659.2,7.62,428
7/12/2024 4:30,5.36,22.325,660.1,7.62,429
7/12/2024 4:45,5.38,22.289,661.4,7.62,430
7/12/2024 5:00,5.38,22.264,662.8,7.62,431
7/12/2024 5:15,5.39,22.243,664,7.62,432
7/12/2024 5:30,5.41,22.218,664.9,7.62,432
7/12/2024 5:45,5.41,22.199,666,7.62,433
7/12/2024 6:00,5.43,22.185,667.3,7.62,434
7/12/2024 6:15,5.43,22.171,668.6,7.62,435
7/12/2024 6:30,5.46,22.165,669.9,7.62,435
7/12/2024 6:45,5.51,22.16,671,7.63,436
7/12/2024 7:00,5.54,22.16,671.7,7.63,437
7/12/2024 7:15,5.6,22.163,672.6,7.63,437
7/12/2024 7:30,5.65,22.166,673.5,7.64,438
7/12/2024 7:45,5.71,22.173,674.4,7.64,438
7/12/2024 8:00,5.76,22.188,675.2,7.65,439
7/12/2024 8:15,5.88,22.213,675.6,7.66,439
7/12/2024 8:30,5.99,22.243,676.1,7.66,439
7/12/2024 8:45,6.13,22.276,676.9,7.67,440
7/12/2024 9:00,6.27,22.307,677.4,7.68,440
7/12/2024 9:15,6.37,22.339,677.6,7.69,440
7/12/2024 9:30,6.51,22.384,677.8,7.7,441
7/12/2024 9:45,6.66,22.461,678.3,7.71,441
7/12/2024 10:00,6.89,22.568,678.6,7.73,441
7/12/2024 10:15,7.09,22.647,679.1,7.74,441
7/12/2024 10:30,7.2,22.679,679.2,7.75,441
7/12/2024 10:45,7.28,22.708,679.1,7.76,441
7/12/2024 11:00,7.4,22.747,679,7.77,441
7/12/2024 11:15,7.57,22.798,679.1,7.78,441
7/12/2024 11:30,7.74,22.847,679.8,7.79,442
7/12/2024 11:45,7.84,22.874,680.1,7.8,442
7/12/2024 12:00,7.85,22.875,680.7,7.8,442
7/12/2024 12:15,7.87,22.876,680.9,7.81,443
7/12/2024 12:30,7.92,22.883,681.1,7.81,443
7/12/2024 12:45,7.99,22.894,681.5,7.82,443
7/12/2024 13:00,8.09,22.922,681.8,7.83,443
7/12/2024 13:15,8.18,22.953,681.9,7.83,443
7/12/2024 13:30,8.26,22.976,682.2,7.84,443
7/12/2024 13:45,8.37,23.064,682.1,7.85,443
7/12/2024 14:00,8.53,23.108,682.2,7.86,443
7/12/2024 14:15,8.65,23.197,683.5,7.87,444
7/12/2024 14:30,8.77,23.27,684.1,7.87,445
7/12/2024 14:45,8.88,23.346,684.4,7.88,445
7/12/2024 15:00,8.94,23.399,684.6,7.89,445
7/12/2024 15:15,9.04,23.459,684.5,7.89,445
7/12/2024 15:30,9.13,23.513,684.6,7.9,445
7/12/2024 15:45,9.21,23.57,685.2,7.91,445
7/12/2024 16:00,9.3,23.609,685.4,7.92,445
7/12/2024 16:15,9.35,23.632,685.4,7.92,446
7/12/2024 16:30,9.31,23.642,685.1,7.92,445
7/12/2024 16:45,9.3,23.636,685.3,7.92,445
7/12/2024 17:00,9.27,23.628,685.8,7.92,446
7/12/2024 17:15,9.19,23.599,686.4,7.92,446
7/12/2024 17:30,9.16,23.583,686.9,7.92,446
7/12/2024 17:45,9.12,23.564,687.1,7.92,447
7/12/2024 18:00,9.05,23.534,687.2,7.92,447
7/12/2024 18:15,8.97,23.488,687.6,7.92,447
7/12/2024 18:30,8.85,23.435,688.4,7.91,447
7/12/2024 18:45,8.65,23.363,689.4,7.9,448
7/12/2024 19:00,8.47,23.296,690.5,7.89,449
7/12/2024 19:15,8.3,23.23,691.2,7.88,449
7/12/2024 19:30,8.12,23.167,692.3,7.86,450
7/12/2024 19:45,7.93,23.105,693.2,7.85,451
7/12/2024 20:00,7.76,23.045,694.4,7.84,451
7/12/2024 20:15,7.56,22.973,695.4,7.83,452
7/12/2024 20:30,7.42,22.903,696.1,7.82,452
7/12/2024 20:45,7.26,22.844,697.1,7.8,453
7/12/2024 21:00,7.11,22.782,697.4,7.79,453
7/12/2024 21:15,6.96,22.723,698.1,7.78,454
7/12/2024 21:30,6.84,22.667,698.9,7.77,454
7/12/2024 21:45,6.72,22.621,699.9,7.76,455
7/12/2024 22:00,6.62,22.577,701.2,7.75,456
7/12/2024 22:15,6.53,22.531,701.6,7.74,456
7/12/2024 22:30,6.43,22.494,702,7.73,456
7/12/2024 22:45,6.37,22.456,702.6,7.73,457
7/12/2024 23:00,6.31,22.426,703.3,7.72,457
7/12/2024 23:15,6.26,22.398,703.6,7.72,457
7/12/2024 23:30,6.22,22.372,704.1,7.71,458
7/12/2024 23:45,6.18,22.347,704.6,7.71,458
7/13/2024 0:00,6.15,22.323,704.4,7.7,458
7/13/2024 0:15,6.14,22.299,704.8,7.7,458
