# Generated at 2024-10-15 11:16:11 (04:00) by AQUARIUS Time-Series 24.1.177.0,,,,,
# UTC-05,,,,,
# Period Selected: Entire Record,,,,,
#,,,,,
# Comment: ,,,,,
# Description: ,,,,,
# ReportTitle: LCCD Little Conestoga Sonde Data May 2023 - July 2024,,,,,
#,,,,,
# CSV data starts at line 12,,,,,
#,,,,,
TimeStamp,Dissolved Oxygen (mg/l),Water Temperature (C),Specific Conductivity (uS/cm),pH,Total Dissolved Solids (mg/l)
8/14/2023 11:00,8.55,21.759,734.2,7.97,477
8/14/2023 11:15,8.86,21.873,733.7,7.99,477
8/14/2023 11:30,9.15,22.074,732.9,8,476
8/14/2023 11:45,9.43,22.27,732.1,8.02,476
8/14/2023 12:00,9.67,22.434,731.5,8.03,475
8/14/2023 12:15,9.91,22.561,731.2,8.04,475
8/14/2023 12:30,10.06,22.628,730.9,8.05,475
8/14/2023 12:45,10.27,22.746,730.5,8.06,475
8/14/2023 13:00,10.43,22.9,729.8,8.07,474
8/14/2023 13:15,10.61,23.004,729,8.08,474
8/14/2023 13:30,10.78,23.056,728,8.09,473
8/14/2023 13:45,10.91,23.138,727.7,8.1,473
8/14/2023 14:00,11.04,23.213,727.5,8.1,473
8/14/2023 14:15,11.11,23.258,727.2,8.11,473
8/14/2023 14:30,11.17,23.281,726.4,8.12,472
8/14/2023 14:45,11.21,23.256,725.7,8.13,472
8/14/2023 15:00,11.11,23.206,725.5,8.12,472
8/14/2023 15:15,11.02,23.159,725.7,8.12,472
8/14/2023 15:30,10.78,23.108,726.3,8.12,472
8/14/2023 15:45,10.75,23.095,727.2,8.11,473
8/14/2023 16:00,10.7,23.146,727.6,8.12,473
8/14/2023 16:15,10.73,23.22,727.5,8.12,473
8/14/2023 16:30,10.7,23.283,727.2,8.12,473
8/14/2023 16:45,10.68,23.329,726.9,8.12,472
8/14/2023 17:00,10.68,23.353,726.9,8.12,472
8/14/2023 17:15,10.59,23.344,726.9,8.12,472
8/14/2023 17:30,10.42,23.284,727.4,8.12,473
8/14/2023 17:45,10.3,23.224,727.8,8.11,473
8/14/2023 18:00,10.07,23.146,728.3,8.11,473
8/14/2023 18:15,9.82,23.055,728.8,8.1,474
8/14/2023 18:30,9.6,22.977,729.1,8.09,474
8/14/2023 18:45,9.36,22.897,729.5,8.08,474
8/14/2023 19:00,9.05,22.808,729.7,8.07,474
8/14/2023 19:15,8.81,22.716,730.3,8.06,475
8/14/2023 19:30,8.57,22.625,731.2,8.04,475
8/14/2023 19:45,8.31,22.526,731.4,8.03,475
8/14/2023 20:00,8.05,22.435,731.8,8.02,476
8/14/2023 20:15,7.85,22.346,732.4,8.01,476
8/14/2023 20:30,7.66,22.26,733.1,8,476
8/14/2023 20:45,7.46,22.167,733.6,7.98,477
8/14/2023 21:00,7.28,22.096,734.6,7.97,478
8/14/2023 21:15,7.2,22.019,735.7,7.96,478
8/14/2023 21:30,7.08,21.965,736.8,7.95,479
8/14/2023 21:45,7,21.902,737.4,7.95,479
8/14/2023 22:00,6.92,21.851,737.4,7.94,479
8/14/2023 22:15,6.87,21.808,737.6,7.94,479
8/14/2023 22:30,6.78,21.77,738.2,7.93,480
8/14/2023 22:45,6.78,21.739,738.6,7.93,480
8/14/2023 23:00,6.71,21.715,738.9,7.93,480
8/14/2023 23:15,6.69,21.699,739,7.92,480
8/14/2023 23:30,6.64,21.688,738.7,7.92,480
8/14/2023 23:45,6.59,21.681,738.4,7.92,480
8/15/2023 0:00,6.55,21.679,738.4,7.92,480
8/15/2023 0:15,6.58,21.678,738.8,7.91,480
8/15/2023 0:30,6.55,21.676,739,7.91,480
8/15/2023 0:45,6.52,21.677,739.3,7.91,481
8/15/2023 1:00,6.55,21.677,739.5,7.91,481
8/15/2023 1:15,6.51,21.675,739.5,7.91,481
8/15/2023 1:30,6.51,21.68,739.7,7.91,481
8/15/2023 1:45,6.49,21.684,739.8,7.91,481
8/15/2023 2:00,6.5,21.693,738.8,7.91,480
8/15/2023 2:15,6.51,21.689,738.7,7.91,480
8/15/2023 2:30,6.51,21.682,738.3,7.91,480
8/15/2023 2:45,6.46,21.685,735,7.9,478
8/15/2023 3:00,6.42,21.68,734.2,7.9,477
8/15/2023 3:15,6.45,21.677,732.8,7.9,476
8/15/2023 3:30,6.44,21.669,731.9,7.9,476
8/15/2023 3:45,6.41,21.657,732.2,7.89,476
8/15/2023 4:00,6.33,21.645,732.4,7.89,476
8/15/2023 4:15,6.32,21.634,731.8,7.88,476
8/15/2023 4:30,6.31,21.623,731.4,7.88,475
8/15/2023 4:45,6.29,21.612,732.6,7.88,476
8/15/2023 5:00,6.27,21.603,734.7,7.88,478
8/15/2023 5:15,6.24,21.592,736.3,7.87,479
8/15/2023 5:30,6.22,21.58,737.4,7.87,479
8/15/2023 5:45,6.2,21.568,737.3,7.87,479
8/15/2023 6:00,6.22,21.552,736.8,7.87,479
8/15/2023 6:15,6.19,21.535,735.8,7.86,478
8/15/2023 6:30,6.15,21.519,735.6,7.86,478
8/15/2023 6:45,6.12,21.507,735.2,7.86,478
8/15/2023 7:00,6.09,21.497,735.3,7.85,478
8/15/2023 7:15,6.04,21.496,734.9,7.85,478
8/15/2023 7:30,6.03,21.509,733.9,7.85,477
8/15/2023 7:45,6.06,21.536,732.8,7.84,476
8/15/2023 8:00,6.14,21.572,731.5,7.85,475
8/15/2023 8:15,6.26,21.63,730.4,7.85,475
8/15/2023 8:30,6.37,21.678,730,7.86,475
8/15/2023 8:45,6.51,21.737,729.5,7.86,474
8/15/2023 9:00,6.66,21.806,728.7,7.87,474
8/15/2023 9:15,6.89,21.895,728.2,7.88,473
8/15/2023 9:30,7.12,22.001,727.2,7.89,473
8/15/2023 9:45,7.34,22.126,726.1,7.91,472
8/15/2023 10:00,7.62,22.224,725.1,7.92,471
8/15/2023 10:15,7.85,22.307,724.8,7.93,471
8/15/2023 10:30,8.06,22.398,724.6,7.94,471
8/15/2023 10:45,8.28,22.484,724.1,7.95,471
8/15/2023 11:00,8.42,22.563,723.7,7.97,470
8/15/2023 11:15,8.64,22.697,723,7.98,470
8/15/2023 11:30,8.84,22.876,722.9,7.99,470
8/15/2023 11:45,9.04,23.044,722.5,8,470
8/15/2023 12:00,9.27,23.196,722.9,8.01,470
8/15/2023 12:15,9.43,23.392,723.2,8.02,470
8/15/2023 12:30,9.63,23.605,723.3,8.02,470
8/15/2023 12:45,9.83,23.802,723.3,8.04,470
8/15/2023 13:00,10.05,24.009,723.1,8.04,470
8/15/2023 13:15,10.2,24.162,722.8,8.05,470
8/15/2023 13:30,10.37,24.353,722.7,8.06,470
8/15/2023 13:45,10.48,24.462,722.7,8.06,470
8/15/2023 14:00,10.48,24.483,723.1,8.07,470
8/15/2023 14:15,10.39,24.486,723.3,8.06,470
8/15/2023 14:30,10.42,24.53,723.2,8.07,470
8/15/2023 14:45,10.36,24.54,723.3,8.07,470
8/15/2023 15:00,10.38,24.529,722.9,8.08,470
8/15/2023 15:15,10.35,24.535,722.6,8.08,470
8/15/2023 15:30,10.38,24.54,722.6,8.09,470
8/15/2023 15:45,10.3,24.539,723.2,8.09,470
8/15/2023 16:00,10.32,24.582,723.4,8.09,470
8/15/2023 16:15,10.45,24.693,723.3,8.09,470
8/15/2023 16:30,10.36,24.721,723.6,8.09,470
8/15/2023 16:45,10.35,24.724,723.4,8.09,470
8/15/2023 17:00,10.37,24.754,723.2,8.09,470
8/15/2023 17:15,10.33,24.731,723.5,8.1,470
8/15/2023 17:30,10.17,24.679,723.7,8.09,470
8/15/2023 17:45,10.05,24.623,724.3,8.09,471
8/15/2023 18:00,9.9,24.56,724.7,8.08,471
8/15/2023 18:15,9.75,24.496,725,8.08,471
8/15/2023 18:30,9.52,24.396,725.3,8.07,471
8/15/2023 18:45,9.34,24.298,725.6,8.06,472
8/15/2023 19:00,9.11,24.197,726.3,8.05,472
8/15/2023 19:15,8.82,24.092,727.1,8.04,473
8/15/2023 19:30,8.55,23.988,728.2,8.03,473
8/15/2023 19:45,8.28,23.873,729.2,8.02,474
8/15/2023 20:00,8.01,23.755,730.2,8,475
8/15/2023 20:15,7.74,23.639,731.3,7.99,475
8/15/2023 20:30,7.45,23.523,732.2,7.97,476
8/15/2023 20:45,7.21,23.426,733.1,7.96,477
8/15/2023 21:00,7.01,23.338,733.5,7.95,477
8/15/2023 21:15,6.81,23.263,734.4,7.94,477
8/15/2023 21:30,6.65,23.195,735,7.93,478
8/15/2023 21:45,6.53,23.135,733.7,7.92,477
8/15/2023 22:00,6.44,23.073,733.6,7.91,477
8/15/2023 22:15,6.32,23.016,734.6,7.9,477
8/15/2023 22:30,6.24,22.968,735.5,7.89,478
8/15/2023 22:45,6.19,22.92,736,7.89,478
8/15/2023 23:00,6.13,22.885,736.9,7.88,479
8/15/2023 23:15,6.06,22.854,737.7,7.88,479
8/15/2023 23:30,6.04,22.827,738.3,7.87,480
8/15/2023 23:45,5.99,22.801,738.7,7.87,480
8/16/2023 0:00,5.93,22.779,738.9,7.87,480
8/16/2023 0:15,5.98,22.736,735.6,7.87,478
8/16/2023 0:30,6.06,22.698,734.7,7.87,478
8/16/2023 0:45,6.1,22.732,712.5,7.87,463
8/16/2023 1:00,6.08,22.7,711.7,7.87,463
8/16/2023 1:15,6.12,22.653,716.4,7.87,466
8/16/2023 1:30,6.09,22.772,677.8,7.87,441
8/16/2023 1:45,6.09,22.849,641.9,7.87,417
8/16/2023 2:00,6.02,22.786,657.6,7.86,427
8/16/2023 2:15,5.87,22.7,690,7.84,448
8/16/2023 2:30,5.75,22.671,675.2,7.83,439
8/16/2023 2:45,5.73,22.662,660.1,7.83,429
8/16/2023 3:00,5.73,22.645,660.8,7.83,429
8/16/2023 3:15,5.75,22.634,662.9,7.84,431
8/16/2023 3:30,5.72,22.623,663.8,7.83,431
8/16/2023 3:45,5.73,22.611,662.3,7.83,431
8/16/2023 4:00,5.7,22.598,659.6,7.83,429
8/16/2023 4:15,5.69,22.58,657.9,7.83,428
8/16/2023 4:30,5.65,22.554,657.6,7.82,427
8/16/2023 4:45,5.66,22.522,659.9,7.82,429
8/16/2023 5:00,5.64,22.481,663.8,7.82,431
8/16/2023 5:15,5.68,22.44,667.6,7.82,434
8/16/2023 5:30,5.63,22.399,670.3,7.81,436
8/16/2023 5:45,5.59,22.365,671.8,7.81,437
8/16/2023 6:00,5.61,22.329,672.1,7.81,437
8/16/2023 6:15,5.57,22.288,671.5,7.8,436
8/16/2023 6:30,5.52,22.25,670.5,7.8,436
8/16/2023 6:45,5.53,22.205,669,7.8,435
8/16/2023 7:00,5.51,22.162,667.5,7.79,434
8/16/2023 7:15,5.49,22.125,665.8,7.79,433
8/16/2023 7:30,5.49,22.093,663.6,7.78,431
8/16/2023 7:45,5.48,22.063,661,7.78,430
8/16/2023 8:00,5.51,22.048,657.5,7.78,427
8/16/2023 8:15,5.58,22.042,653.5,7.78,425
8/16/2023 8:30,5.65,22.045,648.5,7.78,421
8/16/2023 8:45,5.74,22.071,644.8,7.78,419
8/16/2023 9:00,5.84,22.097,641.9,7.78,417
8/16/2023 9:15,5.96,22.135,640,7.79,416
8/16/2023 9:30,6.08,22.182,640.1,7.8,416
8/16/2023 9:45,6.2,22.243,640.8,7.8,416
8/16/2023 10:00,6.37,22.308,642.3,7.81,417
8/16/2023 10:15,6.5,22.397,644.1,7.81,419
8/16/2023 10:30,6.6,22.473,646,7.82,420
8/16/2023 10:45,6.8,22.579,648.1,7.83,421
8/16/2023 11:00,6.98,22.672,650.2,7.84,423
8/16/2023 11:15,7.14,22.795,653,7.85,424
8/16/2023 11:30,7.27,22.894,656.3,7.86,427
8/16/2023 11:45,7.46,23.019,659.6,7.87,429
8/16/2023 12:00,7.7,23.11,663.4,7.89,431
8/16/2023 12:15,8,23.127,666.9,7.91,433
8/16/2023 12:30,8.15,23.304,670,7.92,435
8/16/2023 12:45,8.43,23.433,673.9,7.94,438
8/16/2023 13:00,8.76,23.656,677.9,7.96,441
8/16/2023 13:15,8.95,23.726,681.1,7.98,443
8/16/2023 13:30,9.15,23.72,684.4,7.99,445
8/16/2023 13:45,9.38,23.768,687.5,8,447
8/16/2023 14:00,9.41,23.832,690.4,7.96,449
8/16/2023 14:15,9.55,23.843,692.3,8,450
8/16/2023 14:30,9.86,23.852,694.9,8.03,452
8/16/2023 14:45,9.81,23.817,696.9,8.03,453
8/16/2023 15:00,10.05,23.866,698.8,8.04,454
8/16/2023 15:15,10.1,23.846,700.2,8.05,455
8/16/2023 15:30,10.2,23.895,701.6,8.06,456
8/16/2023 15:45,10.41,23.915,702.2,8.08,456
8/16/2023 16:00,10.58,24.004,702.6,8.08,457
8/16/2023 16:15,10.68,24.06,703.1,8.09,457
8/16/2023 16:30,10.76,24.178,703.3,8.1,457
8/16/2023 16:45,10.76,24.207,703.2,8.1,457
8/16/2023 17:00,10.78,24.202,702.9,8.11,457
8/16/2023 17:15,10.69,24.169,703.1,8.1,457
8/16/2023 17:30,10.56,24.078,702.9,8.1,457
8/16/2023 17:45,10.37,23.979,703,8.09,457
8/16/2023 18:00,10.18,23.87,703,8.09,457
8/16/2023 18:15,9.96,23.782,703.4,8.08,457
8/16/2023 18:30,9.73,23.707,704,8.07,458
8/16/2023 18:45,9.44,23.609,704.7,8.06,458
8/16/2023 19:00,9.13,23.526,705.5,8.05,459
8/16/2023 19:15,8.87,23.439,706.3,8.03,459
8/16/2023 19:30,8.58,23.358,707.2,8.02,460
8/16/2023 19:45,8.29,23.278,708.2,8,460
8/16/2023 20:00,8.06,23.195,709.4,7.99,461
8/16/2023 20:15,7.67,23.108,710.3,7.97,462
8/16/2023 20:30,7.45,23.011,711.6,7.96,463
8/16/2023 20:45,7.27,22.918,712.6,7.94,463
8/16/2023 21:00,7.05,22.824,713.4,7.93,464
8/16/2023 21:15,6.94,22.733,714.2,7.92,464
8/16/2023 21:30,6.75,22.651,715.3,7.9,465
8/16/2023 21:45,6.64,22.565,715.9,7.89,465
8/16/2023 22:00,6.53,22.487,716.6,7.89,466
8/16/2023 22:15,6.42,22.407,717.3,7.88,466
8/16/2023 22:30,6.34,22.337,718,7.87,467
8/16/2023 22:45,6.34,22.269,718.7,7.87,467
8/16/2023 23:00,6.29,22.197,719.1,7.87,467
8/16/2023 23:15,6.25,22.135,719.9,7.86,468
8/16/2023 23:30,6.21,22.078,720.5,7.86,468
8/16/2023 23:45,6.21,22.02,721.4,7.86,469
8/17/2023 0:00,6.14,21.961,721.8,7.86,469
8/17/2023 0:15,6.12,21.911,722.3,7.86,469
8/17/2023 0:30,6.18,21.861,723,7.86,470
8/17/2023 0:45,6.18,21.808,723.7,7.86,470
8/17/2023 1:00,6.18,21.759,724.3,7.86,471
8/17/2023 1:15,6.14,21.712,724.7,7.86,471
8/17/2023 1:30,6.16,21.666,725.3,7.86,471
8/17/2023 1:45,6.16,21.621,725.5,7.86,472
8/17/2023 2:00,6.19,21.58,725.6,7.86,472
8/17/2023 2:15,6.19,21.538,726,7.86,472
8/17/2023 2:30,6.19,21.504,725.8,7.86,472
8/17/2023 2:45,6.16,21.469,725.5,7.86,472
8/17/2023 3:00,6.22,21.435,725.3,7.86,471
8/17/2023 3:15,6.23,21.406,725,7.86,471
8/17/2023 3:30,6.25,21.374,724.7,7.86,471
8/17/2023 3:45,6.26,21.344,724.5,7.86,471
8/17/2023 4:00,6.25,21.31,724.4,7.86,471
8/17/2023 4:15,6.25,21.278,724.6,7.86,471
8/17/2023 4:30,6.27,21.241,724.8,7.85,471
8/17/2023 4:45,6.28,21.209,724.5,7.86,471
8/17/2023 5:00,6.26,21.179,724.5,7.85,471
8/17/2023 5:15,6.27,21.146,724.1,7.85,471
8/17/2023 5:30,6.29,21.122,724,7.85,471
8/17/2023 5:45,6.26,21.093,723.6,7.85,470
8/17/2023 6:00,6.28,21.059,723.6,7.85,470
8/17/2023 6:15,6.29,21.024,723.6,7.85,470
8/17/2023 6:30,6.27,20.991,723.4,7.85,470
8/17/2023 6:45,6.29,20.965,723.2,7.85,470
8/17/2023 7:00,6.3,20.947,722.9,7.84,470
8/17/2023 7:15,6.31,20.933,722.6,7.85,470
8/17/2023 7:30,6.35,20.926,722.2,7.85,469
8/17/2023 7:45,6.39,20.926,722.4,7.85,470
8/17/2023 8:00,6.47,20.952,722.5,7.85,470
8/17/2023 8:15,6.58,20.992,722.6,7.86,470
8/17/2023 8:30,6.73,21.05,722.6,7.86,470
8/17/2023 8:45,6.93,21.125,722.2,7.88,469
8/17/2023 9:00,7.12,21.202,721.7,7.89,469
8/17/2023 9:15,7.32,21.279,721.6,7.9,469
8/17/2023 9:30,7.46,21.381,721.6,7.91,469
8/17/2023 9:45,7.67,21.471,721.9,7.92,469
8/17/2023 10:00,7.85,21.582,722.3,7.93,469
8/17/2023 10:15,8,21.689,722.2,7.94,469
8/17/2023 10:30,8.16,21.777,722.6,7.95,470
8/17/2023 10:45,8.24,21.832,722.9,7.96,470
8/17/2023 11:00,8.48,21.873,722.9,7.98,470
8/17/2023 11:15,8.66,21.953,723.3,7.98,470
8/17/2023 11:30,8.89,22.113,723.7,8,470
8/17/2023 11:45,9.14,22.312,724.2,8.01,471
8/17/2023 12:00,9.44,22.575,724.6,8.02,471
8/17/2023 12:15,9.68,22.785,724.9,8.04,471
8/17/2023 12:30,9.91,23.053,724.9,8.05,471
8/17/2023 12:45,10.24,23.299,724.9,8.07,471
8/17/2023 13:00,10.4,23.427,724.6,8.08,471
8/17/2023 13:15,10.51,23.439,724.7,8.09,471
8/17/2023 13:30,10.52,23.425,725.2,8.09,471
8/17/2023 13:45,10.6,23.442,724.9,8.1,471
8/17/2023 14:00,10.63,23.586,724.4,8.1,471
8/17/2023 14:15,10.69,23.692,723.9,8.11,471
8/17/2023 14:30,10.78,23.828,723.6,8.11,470
8/17/2023 14:45,10.82,23.946,723.6,8.12,470
8/17/2023 15:00,10.87,24.052,723.8,8.12,471
8/17/2023 15:15,10.88,24.129,724,8.12,471
8/17/2023 15:30,10.86,24.133,723.7,8.12,470
8/17/2023 15:45,10.86,24.173,723.6,8.12,470
8/17/2023 16:00,10.76,24.189,723.8,8.12,470
8/17/2023 16:15,10.74,24.168,723.8,8.13,470
8/17/2023 16:30,10.63,24.12,724.4,8.12,471
8/17/2023 16:45,10.52,24.042,725.3,8.12,471
8/17/2023 17:00,10.36,23.985,726.2,8.12,472
8/17/2023 17:15,10.22,23.936,726.7,8.11,472
8/17/2023 17:30,10.04,23.886,727.2,8.11,473
8/17/2023 17:45,9.91,23.87,727.4,8.1,473
8/17/2023 18:00,9.81,23.778,727.2,8.1,473
8/17/2023 18:15,9.66,23.728,727.7,8.1,473
8/17/2023 18:30,9.53,23.654,728.3,8.09,473
8/17/2023 18:45,9.37,23.566,729.2,8.08,474
8/17/2023 19:00,9.13,23.468,730,8.07,475
8/17/2023 19:15,8.9,23.356,730.7,8.06,475
8/17/2023 19:30,8.68,23.248,731.3,8.05,475
8/17/2023 19:45,8.42,23.143,731.7,8.04,476
8/17/2023 20:00,8.17,23.03,732.3,8.03,476
8/17/2023 20:15,7.89,22.922,733,8.01,476
8/17/2023 20:30,7.62,22.834,733.8,8,477
8/17/2023 20:45,7.43,22.74,734.7,7.98,478
8/17/2023 21:00,7.24,22.657,735.1,7.97,478
8/17/2023 21:15,7.05,22.592,735.2,7.96,478
8/17/2023 21:30,6.92,22.533,735.5,7.95,478
8/17/2023 21:45,6.76,22.488,735.7,7.94,478
8/17/2023 22:00,6.68,22.449,735.9,7.93,478
8/17/2023 22:15,6.58,22.42,736.6,7.92,479
8/17/2023 22:30,6.5,22.393,737.1,7.92,479
8/17/2023 22:45,6.43,22.366,737.5,7.91,479
8/17/2023 23:00,6.37,22.342,737.6,7.91,479
8/17/2023 23:15,6.35,22.32,737.5,7.9,479
8/17/2023 23:30,6.29,22.3,737.6,7.9,479
8/17/2023 23:45,6.26,22.279,737.7,7.9,480
8/18/2023 0:00,6.25,22.26,738.2,7.9,480
8/18/2023 0:15,6.21,22.239,738.9,7.89,480
8/18/2023 0:30,6.2,22.22,739.3,7.89,481
8/18/2023 0:45,6.18,22.203,739.7,7.89,481
8/18/2023 1:00,6.17,22.192,739.8,7.89,481
8/18/2023 1:15,6.17,22.182,740,7.89,481
8/18/2023 1:30,6.13,22.18,739.9,7.88,481
8/18/2023 1:45,6.12,22.177,740.5,7.88,481
8/18/2023 2:00,6.13,22.176,740.9,7.88,482
8/18/2023 2:15,6.14,22.172,741.1,7.88,482
8/18/2023 2:30,6.13,22.17,740.6,7.88,481
8/18/2023 2:45,6.14,22.156,740.1,7.88,481
8/18/2023 3:00,6.16,22.147,739.4,7.88,481
8/18/2023 3:15,6.17,22.134,738.8,7.88,480
8/18/2023 3:30,6.18,22.124,738.4,7.88,480
8/18/2023 3:45,6.17,22.114,738.2,7.88,480
8/18/2023 4:00,6.19,22.111,737,7.88,479
8/18/2023 4:15,6.18,22.104,736.6,7.88,479
8/18/2023 4:30,6.18,22.084,735.5,7.88,478
8/18/2023 4:45,6.16,22.058,735.5,7.88,478
8/18/2023 5:00,6.17,22.031,735.4,7.88,478
8/18/2023 5:15,6.15,21.998,735.5,7.88,478
8/18/2023 5:30,6.14,21.954,735.7,7.87,478
8/18/2023 5:45,6.13,21.906,735.5,7.87,478
8/18/2023 6:00,6.12,21.856,735.4,7.87,478
8/18/2023 6:15,6.11,21.812,735.1,7.87,478
8/18/2023 6:30,6.11,21.762,734.7,7.87,478
8/18/2023 6:45,6.13,21.73,734.1,7.87,477
8/18/2023 7:00,6.15,21.7,733.5,7.87,477
8/18/2023 7:15,6.18,21.68,733.1,7.87,477
8/18/2023 7:30,6.22,21.666,732.6,7.87,476
8/18/2023 7:45,6.31,21.663,731.5,7.88,475
8/18/2023 8:00,6.41,21.67,730.5,7.88,475
8/18/2023 8:15,6.53,21.673,730.2,7.89,475
8/18/2023 8:30,6.65,21.675,729.7,7.9,474
8/18/2023 8:45,6.76,21.66,729.3,7.91,474
8/18/2023 9:00,6.88,21.656,728.8,7.91,474
8/18/2023 9:15,7.02,21.686,728.1,7.92,473
8/18/2023 9:30,7.18,21.74,727.3,7.93,473
8/18/2023 9:45,7.38,21.798,726.8,7.94,472
8/18/2023 10:00,7.57,21.861,727,7.95,473
8/18/2023 10:15,7.69,21.925,727.4,7.96,473
8/18/2023 10:30,7.81,21.985,727.6,7.97,473
8/18/2023 10:45,7.97,22.054,727.4,7.98,473
8/18/2023 11:00,8.1,22.164,727.3,7.98,473
8/18/2023 11:15,8.27,22.283,726.6,7.99,472
8/18/2023 11:30,8.47,22.389,726.3,8.01,472
8/18/2023 11:45,8.64,22.39,726.3,8.02,472
8/18/2023 12:00,8.78,22.439,726.9,8.02,472
8/18/2023 12:15,8.93,22.53,726.7,8.03,472
8/18/2023 12:30,9.19,22.721,726.6,8.05,472
8/18/2023 12:45,9.35,22.886,726.4,8.05,472
8/18/2023 13:00,9.64,23.06,725.4,8.07,472
8/18/2023 13:15,9.83,23.251,724.7,8.08,471
8/18/2023 13:30,9.97,23.336,724.4,8.09,471
8/18/2023 13:45,10.17,23.475,724.1,8.1,471
8/18/2023 14:00,10.33,23.612,724.2,8.1,471
8/18/2023 14:15,10.43,23.654,724.1,8.11,471
8/18/2023 14:30,10.59,23.788,723.6,8.12,470
8/18/2023 14:45,10.71,23.909,723,8.13,470
8/18/2023 15:00,10.73,23.917,722.8,8.13,470
8/18/2023 15:15,10.72,23.967,722.9,8.13,470
8/18/2023 15:30,10.79,24.025,723.6,8.14,470
8/18/2023 15:45,10.81,24.05,723.8,8.14,470
8/18/2023 16:00,10.82,24.01,724,8.14,471
8/18/2023 16:15,10.82,24.018,724.2,8.14,471
8/18/2023 16:30,10.8,23.969,724.1,8.14,471
8/18/2023 16:45,10.72,23.851,724.4,8.14,471
8/18/2023 17:00,10.64,23.735,725,8.14,471
8/18/2023 17:15,10.48,23.647,726.3,8.14,472
8/18/2023 17:30,10.37,23.52,727.1,8.14,473
8/18/2023 17:45,10.18,23.366,728,8.13,473
8/18/2023 18:00,10.01,23.218,728.9,8.12,474
8/18/2023 18:15,9.89,23.081,729.5,8.12,474
8/18/2023 18:30,9.71,22.94,730.5,8.11,475
8/18/2023 18:45,9.52,22.789,731.4,8.11,475
8/18/2023 19:00,9.27,22.609,732.4,8.1,476
8/18/2023 19:15,9.01,22.459,733.7,8.09,477
8/18/2023 19:30,8.83,22.297,734.6,8.08,478
8/18/2023 19:45,8.6,22.143,735.6,8.07,478
8/18/2023 20:00,8.34,21.996,736.2,8.05,479
8/18/2023 20:15,8.08,21.842,736.7,8.04,479
8/18/2023 20:30,7.87,21.709,737.7,8.02,479
8/18/2023 20:45,7.62,21.6,738.8,8.01,480
8/18/2023 21:00,7.42,21.521,739.6,7.99,481
8/18/2023 21:15,7.25,21.427,740.3,7.98,481
8/18/2023 21:30,7.11,21.347,740.4,7.97,481
8/18/2023 21:45,7.02,21.269,740.5,7.97,481
8/18/2023 22:00,6.9,21.195,740.7,7.96,481
8/18/2023 22:15,6.79,21.12,741.2,7.95,482
8/18/2023 22:30,6.74,21.032,741.9,7.95,482
8/18/2023 22:45,6.7,20.968,742.3,7.94,483
8/18/2023 23:00,6.61,20.897,742.3,7.94,482
8/18/2023 23:15,6.61,20.84,742.3,7.93,482
8/18/2023 23:30,6.56,20.774,742.3,7.92,482
8/18/2023 23:45,6.52,20.704,742.6,7.92,483
8/19/2023 0:00,6.51,20.65,743.1,7.92,483
8/19/2023 0:15,6.51,20.605,743.4,7.91,483
8/19/2023 0:30,6.51,20.541,743.6,7.91,483
8/19/2023 0:45,6.49,20.483,743.8,7.91,483
8/19/2023 1:00,6.46,20.419,743.4,7.91,483
8/19/2023 1:15,6.49,20.357,743,7.91,483
8/19/2023 1:30,6.51,20.298,742.9,7.91,483
8/19/2023 1:45,6.49,20.235,743.2,7.91,483
8/19/2023 2:00,6.48,20.173,743.7,7.91,483
8/19/2023 2:15,6.51,20.113,743.7,7.91,483
8/19/2023 2:30,6.5,20.051,743.3,7.91,483
8/19/2023 2:45,6.53,19.983,742.7,7.91,483
8/19/2023 3:00,6.57,19.921,741.7,7.91,482
8/19/2023 3:15,6.62,19.865,741,7.91,482
8/19/2023 3:30,6.63,19.806,740.4,7.91,481
8/19/2023 3:45,6.66,19.758,738.9,7.91,480
8/19/2023 4:00,6.68,19.702,737.3,7.91,479
8/19/2023 4:15,6.7,19.648,735.2,7.91,478
8/19/2023 4:30,6.74,19.599,733.9,7.91,477
8/19/2023 4:45,6.76,19.554,733,7.91,476
8/19/2023 5:00,6.73,19.516,732.5,7.91,476
8/19/2023 5:15,6.77,19.472,732.2,7.91,476
8/19/2023 5:30,6.76,19.436,731.9,7.91,476
8/19/2023 5:45,6.78,19.391,731.3,7.91,475
8/19/2023 6:00,6.77,19.352,730.6,7.91,475
8/19/2023 6:15,6.79,19.306,729.9,7.91,474
8/19/2023 6:30,6.78,19.253,729.6,7.91,474
8/19/2023 6:45,6.79,19.214,729.7,7.91,474
8/19/2023 7:00,6.79,19.172,729.7,7.91,474
8/19/2023 7:15,6.79,19.136,729.8,7.91,474
8/19/2023 7:30,6.82,19.114,729.7,7.91,474
8/19/2023 7:45,6.87,19.106,729.1,7.91,474
8/19/2023 8:00,6.88,19.1,728.6,7.91,474
8/19/2023 8:15,7,19.095,728.2,7.92,473
8/19/2023 8:30,7.12,19.106,727.9,7.93,473
8/19/2023 8:45,7.27,19.127,728.1,7.93,473
8/19/2023 9:00,7.46,19.167,727.8,7.94,473
8/19/2023 9:15,7.6,19.222,727.2,7.95,473
8/19/2023 9:30,7.75,19.285,726.5,7.96,472
8/19/2023 9:45,7.9,19.35,726,7.97,472
8/19/2023 10:00,8.12,19.424,725.7,7.98,472
